id,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,title_embedding,average_degree_centrality,imdb_score_binned
1302,Gregory Hoblit,112,125,40,407,Cole Hauser,13000,19076815,Drama|War,Bruce Willis,Hart's War ,43651,15916,Rory Cochrane,0,colonel|honor|lieutenant|pilot|racism,196,English,USA,R,2002,787,997,"[-2.3949977e-03  1.7691315e-03  2.8648598e-03  5.9987098e-04
  1.4929477e-03 -3.2187544e-03  6.5891480e-04  1.9905060e-03
  2.0011100e-03  7.0739203e-05 -2.0104290e-03 -8.1638218e-04
  1.5041829e-03  6.2890537e-04 -1.0147762e-03 -4.2427871e-03
  1.1662513e-03 -3.9998454e-04  1.3165466e-03 -2.0500277e-03
 -1.0675262e-04 -3.2965862e-03 -3.0768017e-05 -7.7617413e-04
 -3.4743766e-03  8.4816385e-04 -1.7780908e-03 -9.7087864e-04
  1.2769715e-03  3.7163461e-04  2.5293187e-03  6.0473924e-04
  3.8549416e-03 -1.7318532e-03 -9.6342643e-05  3.5577030e-03
 -2.1600169e-03  3.1684924e-04  2.5868295e-03 -1.7518754e-03
  4.4508874e-03  4.6336907e-04  1.4220353e-03  6.9684302e-04
 -7.4816891e-04 -1.0191328e-03  1.0471461e-04  4.2680764e-04
  1.5920447e-04  3.6498345e-04 -2.9538632e-03 -3.6036049e-03
  1.8525713e-03 -2.6526228e-03  2.0612029e-03 -2.6924096e-03
  2.6069304e-03 -4.1101463e-03 -6.2731764e-04  6.2819361e-04
  3.1681126e-04 -1.5863400e-03 -1.0491224e-03  1.2008953e-03
 -4.2877012e-04  1.6137040e-03  1.2567245e-03 -1.9184514e-03
  8.6837885e-04 -3.3353438e-04 -6.2004599e-04 -5.7633693e-04
 -3.0369468e-03 -2.1947753e-03  1.7510364e-03  5.4493215e-04
 -7.5484772e-04  5.9512975e-05 -1.1484205e-03 -1.4061667e-03
 -5.3528516e-04  1.1289527e-04 -8.3154091e-04 -2.3557746e-04
 -2.6397426e-03 -4.8411372e-03  4.2647966e-03 -9.6667756e-04
  3.4579716e-04 -6.0567545e-04  2.2799235e-03 -5.6181609e-04
 -1.3506662e-03  2.8452724e-03 -3.2387828e-03  8.1701123e-04
  9.5300295e-04  1.9042513e-03 -6.4869510e-04 -2.4738866e-03]",0.003451899,2
1303,Steven Spielberg,298,163,14000,412,Moritz Bleibtreu,745,47379090,Drama|History|Thriller,Ayelet Zurer,Munich ,176936,2529,Mathieu Amalric,0,arab|black september|israel|jew|munich olympics,824,English,France,R,2005,486,0,"[-4.01770114e-04 -3.05696012e-04 -5.31726924e-04  1.49911025e-03
  4.05029685e-04 -4.44912148e-04 -3.93840222e-04 -7.58423936e-04
 -1.28272688e-03  8.33485450e-04  1.24315789e-03 -1.19882543e-03
  2.76470470e-04  1.11299439e-03 -4.04859195e-04 -2.24075891e-04
 -1.44795782e-03  1.68652739e-03  5.37065062e-05 -1.17073231e-03
  4.15762188e-04  8.88807408e-04 -5.18419984e-05  1.31642108e-03
  3.88961285e-04 -2.99224723e-03 -8.49981443e-04  1.55568123e-03
  6.44058222e-04 -5.70301432e-04  1.22688536e-03  1.05710921e-03
  1.46284665e-03 -2.93242931e-03 -1.52560847e-03  2.47647148e-03
 -1.20596983e-03  2.43498129e-03  2.88558746e-04 -4.23820398e-04
  1.28414179e-03 -1.82436523e-03 -1.07734394e-03  6.14954391e-04
  8.84907437e-04 -8.37563421e-05 -1.31240801e-03  5.86918963e-04
  1.89372583e-03  1.52358180e-03 -8.66064627e-04  1.77285583e-05
  5.42962458e-04 -2.86706095e-03 -2.36199866e-03  2.37183832e-03
  2.36243452e-03 -8.65194190e-04 -1.83259661e-03  2.46741204e-03
  3.16418882e-04 -8.62644578e-04 -4.47920436e-04  4.53181652e-04
  1.33335497e-03 -2.71326629e-04  1.72267458e-03 -3.32042528e-03
  3.89359222e-04  6.53890544e-04  1.67714339e-03  8.59473483e-04
 -3.97634227e-04  6.34773518e-04 -2.44740775e-04  1.09035242e-03
  8.98234546e-04  1.72214059e-03  9.75721166e-04 -1.14321418e-03
 -2.63283099e-03  8.60192988e-04  6.28007692e-04  3.97963129e-04
 -1.15659100e-03 -7.40887830e-04  6.00306317e-04  1.87278935e-03
 -8.72826931e-05  1.00811245e-03 -5.50092023e-04  4.61035786e-04
 -5.11634396e-04 -1.74491876e-03 -1.39423856e-03  5.50813347e-05
  4.14239988e-03  1.21295896e-04 -1.00172078e-03  1.22993754e-03]",0.003451899,3
1304,Rick Famuyiwa,180,103,44,190,Rick Fox,637,17474107,Comedy|Crime|Drama,Kimberly Elise,Dope ,56605,1342,Kiersey Clemons,3,african american|geek|hip hop|party|tomboy,89,English,USA,R,2015,256,23000,"[-5.8548003e-03 -2.6053589e-04  1.1120876e-04  1.5857282e-04
  1.3257294e-03  1.1656421e-03 -7.9206476e-04 -8.4388885e-04
  8.4548781e-04 -2.4914993e-03  1.4652639e-03 -2.7138984e-03
 -3.9914332e-05 -1.6859132e-03  1.5584161e-04 -2.0082046e-03
  2.6184584e-03  4.7246544e-03 -1.5621175e-03 -2.7126090e-03
 -1.3733137e-03  3.8135776e-03 -3.7752019e-04  1.6099132e-03
 -3.5369606e-03 -3.0303429e-04 -1.9669514e-03 -4.0239815e-04
  1.3652465e-03 -1.8377595e-03  1.4902414e-04  1.6294769e-03
  1.3855884e-03 -3.8846373e-03  1.0028690e-03 -1.9944094e-03
  1.3017870e-03 -1.5787419e-03  7.6608075e-04  1.2251133e-03
  1.8687933e-03 -1.0513748e-03 -7.9706847e-04 -2.2640440e-03
  8.8714471e-04  9.7270799e-04  1.1818026e-03  7.0531195e-04
 -1.8257014e-03 -1.9803432e-05  1.2997001e-03  1.2498238e-03
  4.0383657e-04  2.1962109e-03 -4.2323116e-04 -2.1625489e-03
  6.8384135e-04 -1.3892847e-03  4.1945395e-03  3.0508263e-03
 -1.4121596e-03 -5.1694678e-04 -1.4991715e-04 -2.6240000e-03
  3.0476777e-04  2.4419159e-04 -1.4907004e-04 -1.4218562e-03
 -2.5925387e-04  1.3969975e-03  2.6560630e-04  6.6456781e-04
  6.0819340e-04 -1.4559961e-03 -1.5594275e-03  2.3061915e-03
 -1.8849041e-03  2.7493250e-03  5.2760035e-04 -4.2791475e-04
 -1.0210895e-03  2.0517802e-03  1.8392843e-03 -6.6680962e-04
 -2.1836173e-03 -1.5119660e-03  3.6396675e-03  1.5140254e-03
 -2.0376999e-04 -3.0622280e-03  1.0322004e-03  3.9079384e-04
  2.1011604e-03  1.7537294e-04 -1.6737250e-03  2.4366117e-04
  2.7787588e-03 -2.0477327e-03 -3.4079049e-04  7.3102250e-04]",0.000900495,3
1305,F. Gary Gray,20,97,473,624,John Witherspoon,826,27900000,Comedy|Drama,Nia Long,Friday ,74626,3455,Tony Cox,1,bully|drug dealer|first part|neighbor|neighborhood,157,English,USA,R,1995,723,8000,"[-6.33284333e-04 -1.45498756e-03  1.33110362e-03  1.17696868e-03
  2.41590012e-03 -2.40576454e-03 -3.12646822e-04  1.34968478e-03
  7.52193853e-04  8.43903515e-04  2.91135366e-04 -1.91656186e-03
  2.15644923e-05  1.30315241e-03 -1.25206751e-03 -2.39840196e-03
 -1.46536005e-03  2.39775772e-03 -4.78911854e-04 -9.68861452e-04
 -2.36667856e-03 -1.77263073e-03 -1.00510086e-04  1.58532488e-03
 -4.55299392e-03 -1.57384470e-03 -1.86244390e-04 -2.27053068e-03
  5.62302303e-04 -1.64836238e-03  1.84787074e-04  1.19915581e-03
  1.44988240e-03 -3.76314827e-04 -1.06492487e-03  5.00232540e-03
 -1.28316821e-03 -3.53919429e-04  1.95121858e-04 -1.98608031e-03
  3.36995837e-03 -1.66214176e-03 -2.32177600e-03 -3.04678408e-03
  1.00944642e-04  1.12221914e-03  1.35446782e-04  1.53852277e-03
 -5.66571325e-05  2.35120859e-03 -4.86001978e-03 -9.23679443e-04
  3.57157108e-03 -1.18284510e-03 -1.52794873e-05 -5.01992530e-04
  1.97149278e-03 -4.81360778e-03  2.96570593e-04  1.57899957e-03
  1.78179948e-03 -1.34333665e-03 -1.73832278e-03  2.83047138e-03
  4.66899714e-03 -1.11334503e-03 -3.54155432e-04  1.69116969e-03
 -4.58689028e-04  1.98739511e-03 -1.82261225e-04  1.13676896e-03
 -9.47886903e-04 -1.37289776e-03 -1.23158563e-03  3.55963743e-06
 -2.74071819e-03 -1.92825892e-03 -2.29894137e-03 -2.92924116e-03
 -1.08459650e-03 -1.14661991e-03 -1.56121794e-04  7.55159359e-04
 -1.64449459e-03 -1.86058704e-03  3.60985682e-03 -8.37045664e-04
 -4.62005148e-04 -7.93518382e-04  2.84960237e-03  6.83540071e-04
 -1.32326357e-04 -1.90185921e-04 -1.76676735e-03  1.91022607e-03
  9.34397685e-04 -2.49384134e-03 -5.54754224e-04 -2.42471509e-03]",0.002476362,3
1306,Louis Leterrier,177,103,255,5000,Jet Li,11000,24520892,Action|Crime|Drama|Thriller,Morgan Freeman,Unleashed ,85198,22383,Bob Hoskins,1,collar|dog|fight|fighting|piano,303,English,France,R,2005,5000,0,"[-1.75472675e-03 -1.25326696e-04 -1.84675108e-03 -1.24204217e-03
 -1.23854284e-03 -1.27062679e-03  1.04142597e-03  6.77460514e-04
 -3.34489159e-05 -5.53272330e-05  3.62542996e-05  1.18004368e-03
 -1.90270890e-04  1.04580104e-04  8.61882931e-04  1.43471488e-03
  5.60839835e-04  1.13169779e-03 -1.00817601e-03  3.83277715e-04
  2.02643406e-03  1.21237268e-03  7.27647159e-04  7.71701336e-04
 -5.21319162e-04  8.07835531e-05  1.40673423e-03 -1.32007129e-03
  9.36564931e-04 -5.57281077e-04 -9.79082310e-04  1.04941439e-03
  1.89319358e-03 -1.78390986e-03  1.64947705e-03  3.32247047e-03
 -1.38286781e-03  2.72856356e-04  5.94713492e-04  1.62119244e-03
  2.59153021e-04  2.11471124e-04 -1.22829428e-04  6.31559640e-04
  1.44351902e-03  4.21331060e-04  1.22323516e-04  1.50798529e-04
 -2.10665239e-04 -1.23103935e-04  1.82473392e-03  1.20134151e-04
  2.42195776e-04 -1.31235819e-03  4.24685975e-04 -1.04194495e-03
  1.07644591e-03 -6.59523765e-04 -1.21967569e-04 -1.34140288e-03
  1.64098712e-03  8.69703304e-04  3.55396915e-05  4.85399331e-04
 -7.39536656e-04 -3.96142495e-05  2.15290071e-04 -1.31640083e-03
  1.53441666e-04 -7.33415829e-04  5.47280688e-05  9.51206603e-04
 -2.43665956e-04 -1.88363367e-04  4.36709495e-04  6.28121372e-04
  2.30041891e-03  1.30864850e-03 -8.14639570e-05 -3.88948189e-04
  5.07617136e-04 -1.25661108e-03 -7.07560612e-05  1.14731246e-03
 -3.38899350e-04 -1.47204963e-03 -3.09405041e-05 -1.50039315e-03
 -1.06933492e-03 -2.28755153e-03  7.83701718e-04  1.67520499e-04
  1.18400552e-03  6.73025032e-04  3.87189008e-04 -4.50202962e-04
  6.97077718e-04  7.86331773e-04 -1.47555408e-03 -4.60797106e-04]",0.004052229,2
1307,Barry Levinson,64,109,272,124,Roger Ashton-Griffiths,155,4250320,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Young Sherlock Holmes ,14870,605,Freddie Jones,1,cult|death|delusion|girl|sherlock holmes,86,English,USA,PG-13,1985,144,0,"[-4.6272646e-04  1.0207419e-03  2.1360896e-04  1.1636839e-03
  2.3538414e-03 -1.3741989e-03 -1.3077888e-03  2.2927443e-03
  3.9150388e-04  1.6903896e-03 -1.1148836e-03 -3.1179134e-04
  6.3458027e-04  2.5479178e-04 -2.4717269e-04 -1.6867938e-03
 -4.3021535e-04 -1.5201724e-04 -7.5016223e-04 -1.7323740e-03
 -2.0488871e-03 -2.1625038e-03 -2.9770969e-04  8.5603929e-04
 -2.2241583e-03  3.9257752e-04  1.0843314e-04 -4.1353889e-04
 -2.6479052e-05 -1.5454661e-03 -4.3270292e-04 -1.0302961e-03
  1.0798761e-03  6.7581190e-05  8.7551837e-04  3.8498677e-03
  7.6205021e-04 -5.3584873e-04  5.1184784e-04 -1.2511012e-04
  2.5644877e-03 -2.2678860e-03  7.3755317e-04 -7.9678325e-04
 -1.0134234e-03 -2.6779980e-04 -2.9813257e-04  2.1641022e-03
 -3.0940268e-04  2.5351280e-03 -6.9488707e-04 -1.4227228e-03
  3.1271160e-03 -1.1913113e-03 -2.5302003e-04  8.1191986e-04
  2.2613127e-03 -1.9155914e-03 -7.2663504e-04  4.5238156e-04
  2.4140628e-04 -1.2486656e-04 -1.4752098e-03  6.9028756e-05
  2.5924403e-04  1.3640169e-03  1.1539372e-03 -1.6381312e-03
 -1.0688192e-04  1.6850685e-03 -2.1852792e-04 -2.2296628e-03
 -9.1343187e-04 -1.8419800e-03 -6.8386178e-04  7.4740034e-04
 -1.6020941e-04 -4.6979453e-06  4.2846685e-04 -3.2746510e-04
  2.3158391e-03  3.2102314e-04 -5.6540169e-04  5.0553685e-04
 -1.0895801e-03 -3.1976299e-03  2.8771444e-03  1.0279571e-03
  6.6571934e-05 -4.0364181e-04  1.1884532e-03  1.4298341e-03
 -4.2152969e-05 -5.3437246e-04 -2.9914489e-03 -1.3672926e-04
  7.7163643e-04  3.6374363e-04 -2.5854823e-03 -1.9487093e-03]",0.001800991,2
1308,Jafar Panahi,64,90,397,0,Nargess Mamizadeh,5,673780,Drama,Fereshteh Sadre Orafaiy,The Circle ,4555,5,Mojgan Faramarzi,0,abortion|bus|hospital|prison|prostitution,26,Persian,Iran,Not Rated,2000,0,697,"[-0.00480123  0.00300893  0.00050607  0.00200715  0.00192011 -0.00253989
  0.00174099  0.00101611  0.0032239  -0.00177665 -0.00293527 -0.00059188
 -0.00032532  0.0014579  -0.00230181 -0.00283701  0.00039759  0.00165057
 -0.0018398  -0.00455029 -0.00200865 -0.00295829 -0.00150635  0.00398738
 -0.00783727 -0.00491675 -0.00169888  0.0004653  -0.00104029 -0.00159963
  0.00137038 -0.00391349  0.0069793  -0.00815729 -0.00194454  0.00828075
  0.00248211  0.00087365  0.00266307 -0.00048819  0.00797653 -0.00592274
 -0.00083949 -0.0034575  -0.00220442 -0.00375715 -0.00030164  0.00390308
  0.00157355  0.00581569 -0.00323641 -0.00430077  0.00835039 -0.00450732
 -0.00144016 -0.00272361  0.00694292 -0.00539551 -0.00017171  0.00118865
  0.00170538 -0.0004101  -0.00189346  0.00070931  0.00031275  0.00451704
  0.0044371  -0.00220897  0.00224001  0.00460299 -0.00170618 -0.00075664
 -0.00306003 -0.00455284 -0.0001601   0.00075138 -0.00031708 -0.00087133
 -0.00370226  0.00041423  0.0011148  -0.00387854 -0.0037149   0.00063384
 -0.00284866 -0.00837239  0.00846477  0.00146281  0.00020983 -0.00225795
  0.005091    0.00365068  0.00172838  0.00154805 -0.00763483  0.00183792
  0.00520496  0.00092605 -0.00325461 -0.00443584]",0.000300165,3
1309,Troy Nixey,298,99,24,155,Alan Dale,3000,24042490,Fantasy|Horror|Thriller,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1,basement|creature|disappearance|interior designer|mansion,250,English,USA,R,2010,441,10000,"[-3.3545236e-03  9.2813809e-04 -1.0722339e-03  1.0881834e-03
  2.5046223e-03 -1.9896962e-03 -2.1352600e-04  1.6121841e-03
  2.4285428e-03 -1.4821586e-03 -6.6130226e-05 -1.4027957e-03
 -5.4404134e-04  1.5585180e-03 -6.7003490e-04 -1.0745981e-03
 -1.1781835e-04  1.8422416e-03  3.3013578e-04 -1.5762778e-03
 -1.7578644e-03 -3.6350030e-03 -5.2270480e-07 -5.5723707e-05
 -4.0790210e-03 -3.4603847e-03 -1.3674800e-03 -2.2849170e-03
 -3.0566324e-04  4.4747212e-04  1.4434935e-03 -2.1686435e-03
  2.5305694e-03 -5.5220034e-03 -4.9455516e-04  5.4079164e-03
  4.4707325e-04 -7.4336259e-04  2.9174748e-03 -3.2396438e-03
  5.8163223e-03 -2.6439300e-03 -8.0816628e-04 -1.8634765e-03
 -9.3368784e-04 -2.1800238e-03 -1.4555588e-03  1.4611940e-03
  7.4012071e-04  3.1632364e-03 -5.1373744e-04 -4.3643680e-03
  6.2134187e-03 -4.6885442e-03 -1.8712576e-03 -1.7919390e-03
  4.6849563e-03 -5.6804703e-03  2.0651781e-04 -2.0863280e-04
  1.6393558e-03 -8.1582676e-04 -4.1366243e-06  5.4397064e-05
  1.0882927e-03  3.8620029e-03  2.1236464e-03 -1.5429041e-03
 -7.5042940e-04  2.7205730e-03  5.9653417e-04 -9.2695275e-04
 -7.4507715e-04 -2.0024118e-03 -2.8684892e-04  3.8397033e-04
 -1.2327406e-03 -5.3294771e-04 -3.2092908e-03 -6.9461478e-04
  2.1509223e-03 -8.2496036e-04 -1.5781120e-03 -1.0223374e-03
 -1.1409431e-03 -6.2321406e-03  5.5903215e-03  2.0485416e-03
 -7.2751817e-07 -9.7491895e-04  4.0111076e-03  3.5344874e-03
  2.8066516e-03 -1.5550050e-03 -3.3210733e-03  2.7410428e-03
  3.0694669e-03 -1.2681346e-03 -3.1064879e-03 -4.3308656e-03]",0.000525289,2
1310,Mark Sandrich,66,81,10,23,Edward Everett Horton,610,3000000,Comedy|Musical|Romance,Ginger Rogers,Top Hat ,13269,824,Eric Blore,2,dance|dancer|dancing|horse|tap dancing,98,English,USA,Approved,1935,172,1000,"[-1.3034724e-03  2.5779034e-03 -3.1216128e-05  1.5333362e-03
  2.4279063e-04  2.7893232e-03 -2.5422005e-03  2.1538804e-03
  6.4668292e-04  1.1866222e-03 -6.7807914e-04  2.0724502e-03
 -2.0286483e-03  3.9697820e-04  2.5731754e-03 -2.8792534e-03
  2.1311699e-04 -2.3107687e-03  2.1707159e-03 -3.8353220e-04
  2.4436270e-03 -6.3426915e-04 -3.0554603e-03  1.3880298e-03
 -1.8848644e-03  1.5413273e-03  2.2142432e-03  3.5544294e-03
 -1.8893366e-03  4.4831412e-04  1.6523491e-03  3.0206490e-04
  1.9914396e-03  1.7386540e-03 -1.0056654e-03  2.2395537e-03
  1.0066896e-03 -9.2409545e-04  6.2952249e-04 -5.1842694e-04
  1.3351386e-03 -7.0175802e-04 -2.1122606e-03  2.1300681e-03
 -1.9979250e-04 -2.7309434e-04 -4.2128842e-03  4.7488627e-04
 -4.1555945e-04 -6.1199139e-04 -6.7782839e-04  2.0271041e-03
  4.4505768e-03 -3.3687451e-05 -2.4273836e-03 -4.5126956e-03
  3.6890930e-03 -2.2936016e-03 -5.7659147e-04  1.6013278e-03
  2.4463213e-03 -8.3605119e-07 -1.1229247e-03 -3.4280820e-06
  1.5929899e-03  3.8640649e-04  2.5167987e-03 -7.0115010e-04
  6.1419327e-05 -1.2905223e-03 -1.8947807e-03 -1.9764001e-03
  5.6671264e-04 -3.2796543e-03 -3.2838318e-03  1.4043613e-03
 -1.2899353e-03 -1.8539627e-03 -1.1650958e-03  8.5507263e-04
 -1.3854099e-04 -2.7721380e-03 -3.0531408e-03 -1.5931430e-03
  6.5588776e-04 -2.2838502e-03  2.6856093e-03 -1.9828172e-04
 -2.3955577e-03 -7.8274868e-05  3.5853377e-03  2.9465072e-03
  3.0173522e-03 -4.3217989e-04 -3.8549805e-03 -1.3781947e-03
  2.6798071e-03 -1.2388015e-03  6.3834648e-04  1.6286975e-04]",0.000375206,3
1311,Robert Zemeckis,149,142,0,194,Siobhan Fallon Hogan,15000,329691196,Comedy|Drama,Tom Hanks,Forrest Gump ,1251222,15700,Sam Anderson,0,amputee|love|vietnam|vietnam war|war hero,1398,English,USA,PG-13,1994,294,59000,"[-1.0139737e-03 -3.8208056e-04 -1.0382836e-03  1.2453157e-03
 -2.0039023e-04 -1.4394878e-03  1.2016068e-03 -4.7741493e-04
 -6.3584361e-05  6.5853097e-04 -1.3302208e-03 -1.2057063e-03
 -1.6710295e-03  1.3691981e-04 -3.7523208e-04 -6.6922233e-04
  1.6163385e-03 -8.3248958e-04  1.4231981e-04  6.1313895e-04
  2.2312598e-03 -2.0873616e-04 -4.1737425e-05 -9.7468705e-04
 -3.3261633e-04  5.8978505e-04 -7.5575954e-04  1.3766898e-03
 -1.2637360e-03 -7.7113544e-04 -1.3656174e-03 -6.3024368e-04
  1.1789151e-03 -5.8657676e-04  1.2627759e-04  2.4554490e-03
 -9.3513005e-04 -1.0666486e-03  1.7748799e-04 -4.0678782e-04
  7.7470124e-04 -1.1481185e-03  2.7118222e-04 -6.3552608e-04
  1.5106416e-04  1.1960403e-03 -1.3434550e-03 -1.2034428e-04
  8.1862143e-04  5.2844424e-04 -5.7570037e-04  1.2359910e-03
  1.0040936e-03 -1.1530253e-03 -7.3972414e-04 -1.3730123e-03
 -1.0988791e-03 -2.0870750e-03  2.5348621e-04  1.1586292e-04
  1.7845598e-03  9.2091406e-04 -1.3102803e-03 -1.1705069e-03
 -7.2630541e-04  1.1396289e-03 -4.3506472e-05  2.5646974e-04
  9.2145411e-04  7.8242144e-04  5.0223549e-05 -2.7716288e-04
  3.3318145e-05  5.9861690e-05 -1.9713532e-04  1.3559455e-03
 -3.5628313e-04  5.1108852e-04 -2.4887643e-04 -1.8092860e-03
 -1.3179071e-03 -8.9030457e-04 -1.4640269e-03 -2.3860503e-04
  4.1949045e-04 -1.8088380e-05  1.2917316e-04 -2.7644692e-04
  1.2546376e-04  8.2806812e-04  5.8037153e-04  3.6053229e-04
  2.0685797e-03  2.6185164e-04  1.1353072e-03  4.2218325e-04
 -1.0429259e-04 -6.3843979e-04  1.8852652e-04 -1.6598537e-04]",0.003226775,4
1312,Tom Shadyac,61,78,293,567,Udo Kier,759,72217000,Comedy,Sean Young,Ace Ventura: Pet Detective ,216486,2462,David Margulies,1,detective|dolphin|mascot|nudity|stupidity,242,English,USA,PG-13,1994,595,0,"[-6.7650015e-04  6.4104074e-04  3.0692347e-04  5.0034752e-05
 -6.4087602e-05 -1.0731030e-03 -1.7738683e-05  1.9411925e-03
  2.1795704e-04 -4.6950471e-04  4.0586200e-04 -3.0411602e-04
  1.0740472e-03 -2.9212356e-04 -1.7956468e-04 -5.1737064e-04
  4.7034695e-04  8.9366728e-04  2.3268166e-04 -3.3223492e-05
 -2.3476477e-03 -3.1697727e-04  6.8435137e-04  2.5106755e-03
 -3.8395454e-03 -2.4540678e-03 -3.0648903e-04 -1.4771128e-03
  4.1777210e-04 -4.1024474e-04 -8.9602056e-04 -8.8891375e-04
  9.2593802e-04 -2.6177331e-03 -7.5722183e-04  1.4700979e-03
  6.2707567e-04 -1.0263398e-03  7.6344615e-04 -2.9107867e-04
  7.9592405e-04 -2.3670199e-03  1.1208591e-03 -2.9691451e-04
  3.0613629e-04 -2.0878825e-03 -3.5261858e-04  1.4368461e-03
 -2.9543176e-04 -7.4458041e-04 -9.4815384e-04 -4.8501347e-04
  2.7539540e-04 -4.4868636e-04  3.5845774e-04 -1.2432550e-03
 -5.4218812e-04 -1.4909193e-03  7.6467497e-04 -6.4314838e-05
  1.3023454e-03 -4.2691923e-04 -5.9247221e-05  4.5503504e-04
  3.7889884e-04 -1.5438889e-04  1.3828787e-04 -8.2352635e-04
 -3.1268032e-04  2.8870832e-03 -4.6234057e-04 -6.8303506e-04
 -8.1528618e-04 -1.2691893e-03  5.0287228e-04 -1.1481531e-03
 -1.3766338e-03 -9.9781295e-04 -1.0023924e-03  1.0549586e-03
 -3.8880709e-05 -8.5209194e-04  1.0004432e-03 -1.3148735e-03
  1.6477253e-04 -8.2951738e-05  1.4332263e-03  2.0668970e-03
  4.9480703e-04  7.9996983e-04 -5.6314719e-05 -4.2938636e-04
  1.2766155e-03  9.0234831e-04 -1.4201121e-03  5.4434466e-04
  1.0907310e-03 -5.9547118e-04 -2.8181373e-04 -5.2773650e-04]",0.001725949,2
1313,John Duigan,16,102,18,186,Jill Hennessy,670,15593,Comedy|Drama|Romance,Elaine Hendrix,Molly ,2295,1562,Sarah Wynter,1,autism|experimental surgery|female nudity|forename as title|regression,40,English,USA,PG-13,1999,419,284,"[-1.31110544e-03  3.18757189e-03 -1.50266057e-03  7.31003762e-04
  2.32729572e-03  1.40581792e-03  8.99307779e-04  2.58080654e-05
  9.21825122e-05 -6.63522296e-05  3.83477483e-04 -1.41405442e-03
  6.26995112e-04 -1.63738057e-03  9.05302644e-04 -6.39960519e-04
  2.59377557e-04 -1.52515003e-03  3.08938965e-04 -1.35229842e-03
 -9.92418500e-04 -4.53781540e-04 -5.91607590e-04  2.34391331e-03
  1.12284475e-03  1.60506612e-03 -1.57353980e-03  1.45511550e-03
 -1.17713775e-04 -1.46963994e-03  1.34304585e-03 -3.87938373e-04
  1.90139120e-03 -2.44156749e-04  1.65513469e-04  1.81702897e-03
 -1.97754148e-03  2.45148723e-04 -6.92252128e-04  1.05336762e-03
  2.31317384e-03 -2.36118838e-04  1.11563108e-03  1.59879285e-03
 -1.76367554e-04  1.61068572e-03 -1.65148068e-03  8.68799922e-04
 -3.44142609e-04  3.58955789e-04 -1.04517164e-03  2.37309228e-04
  2.09501639e-04 -1.09781406e-03 -1.26625062e-03 -9.06128029e-04
 -2.07004859e-03 -1.99488783e-03  9.52798873e-04  8.08300800e-04
  6.52410163e-05  1.09807483e-03 -5.32316742e-04  3.61744175e-03
 -7.25176360e-04 -8.51115386e-04  3.03127849e-03 -2.78579653e-03
 -5.74721955e-04  2.40856153e-03  8.04815791e-04 -3.48345051e-03
 -1.93719941e-04  1.79969380e-03 -2.61377805e-04 -4.87487327e-04
  7.91180588e-04 -8.05578020e-04 -5.28889068e-04  5.41567861e-04
  6.95977593e-04  1.14227274e-04  1.07743416e-03  2.97385886e-05
  4.38219249e-05 -2.86169234e-03 -3.51236144e-04  3.15419515e-03
  2.07715807e-03  3.98339762e-04  5.87844872e-04  2.22591101e-03
 -1.50064274e-03  1.79466547e-03  1.02910830e-03  1.00246491e-03
  1.61828217e-03 -1.51911529e-03 -9.61187878e-04 -5.37152169e-04]",0.000375206,2
